ticket_id,ticket_text,predicted_category,retrieved_sources,draft_response,chunks_retrieved,latency_classify_s,latency_retrieve_s,latency_generate_s,latency_total_s,cost_classify_usd,cost_generate_usd,cost_total_usd,cost_total_idr,true_sop,true_category,priority,status,correct,error
TKT-2605-0021,Install MS Visio for project,software_request,SOP-009 | SOP-008 | SOP-012,"Yth. Bapak/Ibu,

Terima kasih atas permintaan instalasi **MS Visio** untuk kebutuhan proyek Anda. Sesuai dengan kebijakan perusahaan dan prosedur yang berlaku, berikut langkah yang perlu dilakukan:

1. Karena **MS Visio** merupakan software berlisensi, Anda perlu mengajukan tiket permintaan software resmi melalui portal IT Service Management.
2. Tim Helpdesk akan melakukan pengecekan ketersediaan lisensi di portal aset perangkat lunak.
3. Mohon lampirkan persetujuan dari Manajer Anda serta persetujuan penagihan silang (Cross-Charge) dari Departemen Keuangan apabila lisensi baru harus dibeli.
4. Setelah disetujui, tiket akan diteruskan ke grup `IT_Endpoint_Management` untuk melakukan deployment software secara remote ke perangkat Anda.

Mohon untuk mengikuti prosedur tersebut agar instalasi dapat dilakukan sesuai standar keamanan dan kebijakan perusahaan.

Apabila ada pertanyaan lebih lanjut atau membutuhkan bantuan lainnya, silakan hubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-009, SOP-008, SOP-012]",3,0.434,0.193,3.191,3.818,4.58e-05,0.000936,0.0009818,16.1997,SOP-009,software_request,Low,Resolved,1,
TKT-2605-0022,Cannot access finance T-Code,erp_sap,SOP-005 | SOP-004 | SOP-001,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait kendala akses T-Code Finance di SAP. Berikut langkah awal yang perlu dilakukan untuk penanganan masalah ini:

1. Saat muncul pesan error ""You are not authorized to use transaction XXXX"", mohon untuk tidak menutup layar SAP Anda.
2. Ketik perintah **`//SU53`** di kotak perintah SAP pada jendela yang sama, kemudian tekan Enter.
3. Layar akan menampilkan laporan **Authorization Failure**.
4. Mohon ambil *screenshot* layar penuh dari laporan SU53 tersebut.
5. Lampirkan *screenshot* tersebut ke tiket ini sebagai bukti untuk proses verifikasi.
6. Jika Anda belum memiliki persetujuan (approval) dari Manager Anda dan Business Process Owner (BPO) modul Finance, mohon untuk melampirkan email persetujuan tersebut agar kami dapat memproses permintaan penambahan hak akses.
7. Setelah persetujuan lengkap, tiket akan kami teruskan ke tim **SAP_Security_Admin** untuk penambahan role sesuai prosedur audit.

Apabila terdapat kendala lain seperti masalah login SAP atau akun terkunci, mohon informasikan pesan error yang muncul agar kami dapat membantu lebih lanjut.

Jika ada pertanyaan atau membutuhkan bantuan tambahan, silakan menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-005, SOP-004, SOP-001]",3,0.423,0.197,4.391,5.011,4.61e-05,0.0010656,0.0011117,18.3431,SOP-005,erp_sap,Medium,Escalated,1,
TKT-2605-0023,Cannot connect to corporate wifi,wifi_network,SOP-013 | SOP-001 | SOP-001,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait kendala tidak dapat terhubung ke jaringan WiFi corporate **MITSUBISHI-CORP**. Berikut adalah langkah-langkah yang dapat dilakukan untuk mengatasi masalah tersebut sesuai dengan prosedur yang berlaku:

1. Pastikan perangkat laptop yang digunakan adalah perangkat resmi dari perusahaan. Penggunaan perangkat pribadi (BYOD) tidak diperbolehkan pada SSID corporate.
2. Jika muncul pesan error seperti *""Can't connect to this network""*, kemungkinan besar masalah disebabkan oleh sertifikat mesin (Machine Certificate) yang sudah kedaluwarsa atau hilang.
3. Untuk memeriksa dan memperbarui sertifikat, lakukan langkah berikut:
   - Hubungkan laptop ke jaringan LAN menggunakan kabel jaringan.
   - Buka **Command Prompt**, kemudian jalankan perintah:  
     `gpupdate /force`  
     untuk memaksa pembaruan Group Policy.
   - Buka aplikasi **certlm.msc** (Certificate Manager untuk Local Machine), navigasi ke folder *Personal* -> *Certificates*.
   - Pastikan terdapat sertifikat dengan nama PC yang diterbitkan oleh **Mitsubishi Internal CA**.
4. Jika sertifikat tidak ditemukan, jalankan proses auto-enrollment sertifikat atau segera hubungi tim **Level 2 Network** untuk penanganan lebih lanjut.

Apabila setelah melakukan langkah-langkah di atas masalah masih belum terselesaikan, mohon informasikan kembali agar kami dapat membantu eskalasi ke tim terkait.

Semoga informasi ini membantu. Jangan ragu untuk menghubungi kami kembali jika memerlukan bantuan lebih lanjut.

Salam hormat,  
IT Helpdesk BSI

[Sumber SOP: SOP-013, SOP-001]",3,0.629,0.464,6.003,7.097,4.57e-05,0.0012612,0.0013069,21.5639,SOP-013,wifi_network,Medium,Open,1,
TKT-2605-0024,Need guest wifi voucher for VIP,wifi_network,SOP-013 | SOP-001 | SOP-GENERAL,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Service Desk BSI. Terkait permintaan voucher WiFi tamu untuk VIP, berikut prosedur yang berlaku:

1. Pastikan permintaan akses WiFi tamu diajukan oleh karyawan yang menjadi sponsor tamu tersebut.
2. Sponsor harus membuat tiket permintaan akun Guest WiFi paling lambat H-1 sebelum penggunaan.
3. Tim IT Service Desk akan meng-generate kode akses sementara melalui **Cisco ISE** atau **Aruba ClearPass Portal**.
4. Akses WiFi tamu diberikan dengan durasi maksimal 1x24 jam atau sampai pukul 18:00 pada hari yang sama.
5. Username dan password WiFi tamu akan dikirimkan kepada sponsor untuk disampaikan ke tamu VIP.

Mohon informasikan siapa karyawan sponsor tamu VIP tersebut agar kami dapat memproses permintaan sesuai prosedur. Jika ada kebutuhan lain atau kendala, silakan hubungi kami kembali.

Salam hormat,  
IT Service Desk BSI

[Sumber SOP: SOP-013, SOP-001, SOP-GENERAL]",3,0.411,0.242,2.908,3.561,4.58e-05,0.0011256,0.0011714,19.3281,SOP-013,wifi_network,High,Open,1,
TKT-2605-0025,User locked by administrator in SAP,erp_sap,SOP-004 | SOP-005 | SOP-011,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait masalah akun SAP yang di-lock oleh administrator.

Berdasarkan informasi yang Anda sampaikan, akun SAP Anda sedang dalam status **""User is locked by administrator""**. Untuk kasus ini, berikut langkah yang dapat kami lakukan sebagai agen Helpdesk Level 1:

1. Buka aplikasi **SAP Logon** dan masuk ke sistem Production (misal: P01).
2. Jalankan T-Code: **`SU01`**.
3. Masukkan SAP User ID Anda.
4. Klik ikon **Lock/Unlock** (gambar gembok) untuk melihat status akun.
5. Jika akun terkunci karena kesalahan login, kami dapat melakukan **Unlock** akun tersebut.
6. Jika diperlukan, kami juga dapat melakukan **Reset Password** dengan memberikan password awal standar `Init123456!` agar Anda dapat login dan mengganti password baru.

Namun, apabila akun Anda dikunci secara manual oleh administrator (basis/audit), maka proses unlock harus dilakukan oleh tim **SAP_Basis_L2**. Oleh karena itu, kami akan meneruskan tiket ini ke tim tersebut agar dapat segera dilakukan penanganan lebih lanjut.

Mohon kesediaannya untuk menunggu konfirmasi dari tim SAP Basis. Jika ada informasi tambahan atau kendala lain, silakan menghubungi kami kembali.

Terima kasih atas perhatian dan kerjasamanya.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-004, SOP-005, SOP-011]",3,1.31,0.318,3.52,5.148,4.62e-05,0.0011952,0.0012414,20.4831,SOP-004,erp_sap,Medium,Resolved,1,
TKT-2605-0026,Cannot print from SAP,hardware_request,SOP-007 | SOP-005 | SOP-004,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait kendala tidak dapat mencetak dari SAP. Berikut langkah-langkah yang dapat Anda coba untuk mengatasi masalah pencetakan pada printer jaringan kantor:

1. Pastikan perangkat Anda terhubung ke jaringan kantor melalui kabel LAN atau Corporate WiFi. Jika Anda bekerja dari rumah (WFH) menggunakan VPN, pencetakan langsung ke kantor biasanya diblokir kecuali ada pengecualian IP.
2. Lakukan mapping ulang printer jaringan yang digunakan:
   - Tekan tombol **Windows + R**, ketik alamat print server lokal sesuai cabang Anda, misalnya untuk Head Office Jakarta ketik: `\\print-jkt.mitsubishi.local`
   - Tekan Enter, kemudian jendela Explorer akan menampilkan daftar printer.
   - Cari nama printer sesuai stiker fisik pada printer (contoh: `PRT-JKT-FLOOR5-COLOR`).
   - Klik kanan pada printer tersebut dan pilih **Connect** untuk menginstal driver secara otomatis.
3. Jika dokumen print job Anda tersangkut (tidak tercetak), silakan lakukan:
   - Batalkan semua job di antrean printer pada komputer Anda.
   - Bersihkan Print Spooler dengan cara membuka **Command Prompt** sebagai Administrator, ketik perintah berikut secara berurutan:
     ```
     net stop spooler
     ```
     Hapus semua file di folder `C:\Windows\System32\spool\PRINTERS`
     ```
     net start spooler
     ```
4. Periksa kondisi fisik printer, apakah ada masalah seperti kertas habis, paper jam, atau indikator tinta/toner merah.
5. Jika setelah langkah di atas masalah masih belum teratasi, kami akan eskalasikan ke tim **IT Support Onsite (Level 2)** untuk pengecekan fisik printer.

Mohon informasikan kembali hasil dari langkah-langkah tersebut, atau jika ada kendala lain yang perlu kami bantu.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-007, SOP-005, SOP-004]",3,0.63,0.317,5.476,6.423,4.56e-05,0.001414,0.0014596,24.0834,SOP-007,hardware_request,Medium,In Progress,1,
TKT-2605-0027,User locked by administrator in SAP,erp_sap,SOP-004 | SOP-005 | SOP-011,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait akun SAP Anda yang terkunci oleh administrator.

Berdasarkan SOP-004, untuk kasus akun SAP yang terkunci secara manual oleh administrator (error: ""User is locked by administrator""), berikut langkah yang dapat kami lakukan:

1. Agen Helpdesk Level 1 memiliki akses untuk membuka kunci akun yang terkunci karena salah password, namun untuk akun yang di-lock secara manual oleh administrator basis, diperlukan eskalasi ke tim SAP Basis Level 2.
2. Oleh karena itu, tiket Anda akan kami teruskan ke tim `SAP_Basis_L2` untuk penanganan lebih lanjut.
3. Tim SAP Basis akan melakukan unlock akun dan memberikan informasi selanjutnya kepada Anda.

Mohon kesediaannya menunggu konfirmasi dari tim SAP Basis. Jika ada kendala lain atau informasi tambahan yang diperlukan, silakan hubungi kami kembali.

Terima kasih atas pengertiannya.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-004, SOP-005, SOP-011]",3,0.448,0.32,4.656,5.424,4.62e-05,0.0010464,0.0010926,18.0279,SOP-004,erp_sap,Medium,Resolved,1,
TKT-2605-0028,Account creation for new staff,onboarding,SOP-010 | SOP-011 | SOP-012,"Yth. Tim HR dan Rekan Baru,

Terima kasih telah menghubungi IT Helpdesk BSI terkait pembuatan akun untuk staf baru. Berikut adalah prosedur yang kami lakukan berdasarkan SOP-010:

1. Proses pembuatan akun baru secara otomatis dipicu oleh integrasi HR (Workday) ke Active Directory (AD), dengan format penamaan standar dan status awal **Disabled**.
2. Sebagai agen Service Desk, kami akan melakukan validasi kesiapan akun tiga hari sebelum hari masuk karyawan baru:
   - Memastikan akun AD dengan format `Nama.Belakang` sudah terbentuk dan email `nama.belakang@mitsubishi.co.id` aktif di Exchange.
   - Memastikan lisensi **Microsoft 365 E3** dan paket tambahan sesuai peran sudah terpasang melalui Microsoft 365 Admin Center.
   - Menambahkan pengguna ke *Distribution List* departemen terkait dan grup *Security* untuk akses folder berbagi.
   - Koordinasi dengan tim aset untuk memastikan perangkat (laptop) siap di meja karyawan baru atau siap diambil saat hari onboarding.
3. Kami juga akan menyiapkan dan mencetak ""Welcome Letter"" yang berisi panduan login, password sementara, dan panduan pengaturan MFA sesuai SOP-002.
4. Amplop bersegel berisi kredensial awal akan diserahkan kepada tim HR satu hari sebelum karyawan bergabung. Kami tidak mengirimkan password awal melalui email tanpa enkripsi demi keamanan.

Jika ada kebutuhan khusus atau kendala selama proses ini, silakan informasikan kepada kami. Kami siap membantu agar proses onboarding berjalan lancar.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-010, SOP-011, SOP-012]",3,0.981,0.319,4.486,5.786,4.57e-05,0.0011464,0.0011921,19.6697,SOP-010,onboarding,Medium,In Progress,1,
TKT-2605-0029,AutoCAD installation request,software_request,SOP-009 | SOP-008 | SOP-GENERAL,"Yth. Bapak/Ibu,

Terima kasih atas permintaan instalasi AutoCAD. Berikut prosedur yang perlu kami jalankan sesuai kebijakan IT BSI:

1. Karena AutoCAD merupakan software berlisensi, kami perlu melakukan pengecekan ketersediaan lisensi di portal aset perangkat lunak.
2. Mohon Bapak/Ibu dapat melampirkan dokumen persetujuan dari Manajer serta persetujuan penagihan silang (cross-charge) dari Departemen Keuangan apabila lisensi harus dibeli baru.
3. Setelah persetujuan lengkap, tiket akan kami teruskan ke tim **IT_Endpoint_Management** untuk melakukan deployment software secara remote ke perangkat Bapak/Ibu.

Mohon dapat menginformasikan apabila Bapak/Ibu membutuhkan bantuan dalam proses pengumpulan persetujuan tersebut.

Apabila ada pertanyaan lebih lanjut, kami siap membantu.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-009, SOP-008, SOP-GENERAL]",3,0.435,0.319,2.825,3.579,4.56e-05,0.0008712,0.0009168,15.1272,SOP-009,software_request,High,Open,1,
TKT-2605-0030,Microsoft Authenticator not working,mfa_reset,SOP-002 | SOP-003 | SOP-004,"Halo Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI. Mengenai kendala Microsoft Authenticator yang tidak berfungsi, kami akan membantu melakukan reset token MFA Anda dengan prosedur berikut:

1. Kami perlu melakukan verifikasi identitas terlebih dahulu. Mohon siapkan salah satu dari metode berikut:
   - Panggilan video melalui Teams atau Zoom, dengan menyalakan kamera dan menunjukkan ID Card/Badge karyawan Mitsubishi.
   - Verifikasi melalui manajer Anda dengan menghubungi langsung atasan yang tertera di Workday/AD.
   - Verifikasi data rahasia seperti NIK, tanggal lahir, dan departemen.

2. Setelah verifikasi berhasil, kami akan melakukan reset MFA melalui **Entra ID Admin Center**:
   - Login ke https://entra.microsoft.com.
   - Navigasi ke **Users** > **All users** dan cari akun Anda.
   - Pilih profil Anda, lalu ke menu **Authentication methods**.
   - Klik **Require re-register multifactor authentication** dan hapus perangkat lama yang terdaftar.

3. Setelah reset, silakan buka browser dalam mode Incognito, akses portal.office.com, dan login menggunakan email serta password Anda. Anda akan diminta untuk mengatur ulang Microsoft Authenticator dengan melakukan pairing ulang menggunakan QR Code.

Mohon siapkan aplikasi Microsoft Authenticator di smartphone baru Anda untuk proses ini. Jika ada kendala lebih lanjut, jangan ragu untuk menghubungi kami kembali.

Terima kasih atas perhatian dan kerjasamanya.

Salam,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-002, SOP-003, SOP-004]",3,0.69,0.194,4.215,5.098,4.61e-05,0.0012944,0.0013405,22.1183,SOP-002,mfa_reset,High,Escalated,1,
TKT-2605-0031,Disable AD account for resigned user,offboarding,SOP-011 | SOP-010 | SOP-003,"Yth. Bapak/Ibu,

Terima kasih atas tiket yang Anda ajukan terkait permintaan penonaktifan akun Active Directory (AD) untuk pengguna yang telah mengundurkan diri. Berikut adalah langkah-langkah yang akan kami lakukan sesuai dengan prosedur offboarding standar:

1. Pada pukul 17:00 di hari kerja terakhir karyawan, kami akan membuka **Active Directory Users and Computers (ADUC)**.
2. Cari akun pengguna yang bersangkutan, kemudian klik kanan dan pilih **Disable Account**.
3. Pindahkan objek user tersebut ke dalam **Organizational Unit (OU)**: `OU=Terminated Users,DC=mitsubishi,DC=local`.
4. Selanjutnya, kami akan membuka portal **Microsoft 365 Admin** untuk mencari pengguna tersebut.
5. Klik **Block Sign-in** untuk memblokir akses masuk ke Microsoft 365.
6. Konversi mailbox email pengguna menjadi **Shared Mailbox** agar data dapat disimpan tanpa biaya tambahan.
7. Hapus penugasan lisensi Microsoft 365 agar lisensi tersebut dapat digunakan oleh karyawan lain.
8. Berikan delegasi akses (Full Access) ke Shared Mailbox kepada atasan atau manager pengguna selama periode retensi maksimal 30 hari.

Apabila terdapat kebutuhan untuk penonaktifan akun secara **immediate termination** (misalnya kasus pelanggaran atau fraud), prosedur akan dilakukan segera tanpa menunggu jam kerja, termasuk penonaktifan AD dan blokir sign-in M365, serta penutupan akses VPN dan SAP dalam waktu maksimal 15 menit.

Jika ada hal lain yang perlu kami bantu atau jika Anda memerlukan penanganan lebih lanjut, silakan informasikan kepada kami.

Salam hormat,  
Tim IT Support BSI

[Sumber SOP: SOP-011, SOP-010, SOP-003]",3,0.501,0.332,4.162,4.995,4.58e-05,0.001216,0.0012618,20.8197,SOP-011,offboarding,High,Resolved,1,
TKT-2605-0032,Cannot print from SAP,hardware_request,SOP-007 | SOP-005 | SOP-004,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait kendala tidak dapat mencetak dari SAP. Berikut langkah-langkah yang dapat Anda coba untuk mengatasi masalah pencetakan tersebut:

1. Pastikan komputer Anda terhubung ke jaringan kantor melalui kabel LAN atau Corporate WiFi. Jika Anda sedang WFH menggunakan VPN, pencetakan langsung ke kantor biasanya diblokir kecuali ada pengecualian IP.
2. Lakukan mapping ulang printer jaringan dengan cara:
   - Tekan tombol **Windows + R**, ketik alamat print server lokal sesuai cabang Anda, misalnya:
     - Head Office (Jakarta): `\\print-jkt.mitsubishi.local`
     - Pabrik (Cikarang): `\\print-ckr.mitsubishi.local`
   - Tekan Enter, kemudian cari nama printer yang sesuai dengan stiker fisik pada printer.
   - Klik kanan pada printer tersebut dan pilih **Connect** untuk menginstal driver secara otomatis.
3. Jika dokumen sudah dikirim ke printer tetapi tidak tercetak (print job stuck), lakukan:
   - Batalkan semua job di antrean printer pada komputer Anda.
   - Bersihkan Print Spooler dengan membuka **Command Prompt** sebagai Administrator, lalu ketik perintah berikut secara berurutan:
     ```
     net stop spooler
     ```
     Hapus semua file di folder `C:\Windows\System32\spool\PRINTERS`
     ```
     net start spooler
     ```
4. Periksa kondisi fisik printer, seperti ketersediaan kertas, adanya paper jam, atau indikator tinta/toner merah pada layar LCD printer.
5. Jika langkah-langkah di atas belum menyelesaikan masalah, kami akan eskalasikan ke tim **IT Support Onsite (Level 2)** untuk pengecekan fisik lebih lanjut.

Mohon informasikan jika Anda memerlukan bantuan lebih lanjut atau jika ada kendala lain yang perlu kami bantu.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-007, SOP-005, SOP-004]",3,0.464,0.324,5.25,6.038,4.56e-05,0.0014044,0.00145,23.925,SOP-007,hardware_request,Medium,Closed,1,
